Row ID,Order ID,Order_Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,"City, State"
6712,MX-2011-152681,3/8/2011,3/13/2011,Standard Class,GT-14710,Greg Tran,Consumer,El Salvador,,LATAM,Central,FUR-CH-10000932,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",2855.16,9,0,1313.28,145.5,Medium,"San Salvador, San Salvador"
6713,MX-2011-152681,3/8/2011,3/13/2011,Standard Class,GT-14710,Greg Tran,Consumer,El Salvador,,LATAM,Central,OFF-AP-10001548,Office Supplies,Appliances,"Hoover Toaster, Silver",618.86,11,0,284.46,49.07,Medium,"San Salvador, San Salvador"
15642,ES-2011-2535754,3/8/2011,3/13/2011,Standard Class,LW-17215,Luke Weiss,Consumer,Germany,,EU,Central,OFF-FA-10000670,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",117.18,7,0,15.12,9.69,Medium,"Baden-Baden, Baden-Württemberg"
18457,ES-2011-2711513,3/10/2011,3/10/2011,Same Day,TT-21460,Tonja Turnell,Home Office,Germany,,EU,Central,TEC-PH-10000309,Technology,Phones,"Motorola Audio Dock, with Caller ID",520.11,3,0,202.77,89.92,Medium,"Pforzheim, Baden-Württemberg"
32468,US-2011-100279,3/10/2011,3/14/2011,Standard Class,SW-20275,Scott Williamson,Consumer,United States,48073,US,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0,10.7424,1.48,Medium,"Royal Oak, Michigan"
2130,MX-2011-154620,3/11/2011,3/16/2011,Standard Class,KS-16300,Karen Seio,Corporate,Guatemala,,LATAM,Central,OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy",17.52,3,0,5.58,1.41,Medium,"Mixco, Guatemala"
2131,MX-2011-154620,3/11/2011,3/16/2011,Standard Class,KS-16300,Karen Seio,Corporate,Guatemala,,LATAM,Central,OFF-BI-10002062,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",13.32,3,0,2.22,0.81,Medium,"Mixco, Guatemala"
2132,MX-2011-154620,3/11/2011,3/16/2011,Standard Class,KS-16300,Karen Seio,Corporate,Guatemala,,LATAM,Central,TEC-CO-10002759,Technology,Copiers,"HP Copy Machine, Laser",323.79112,2,0.002,5.83112,24.1,Medium,"Mixco, Guatemala"
3471,MX-2011-169656,3/11/2011,3/16/2011,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Honduras,,LATAM,Central,OFF-EN-10000084,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window",59.1,5,0.4,9.8,5.34,Medium,"San Pedro Sula, Cortés"
12115,ES-2011-4993136,3/11/2011,3/15/2011,Standard Class,PO-18865,Patrick O'Donnell,Consumer,France,,EU,Central,OFF-AR-10002991,Office Supplies,Art,"Binney & Smith Markers, Blue",72.27,3,0,13.68,2.91,Medium,"Pessac, Aquitaine"
12825,ES-2011-1001989,3/11/2011,3/14/2011,First Class,MF-17665,Maureen Fritzler,Corporate,Germany,,EU,Central,OFF-BI-10002570,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",228.906,9,0.1,27.756,38.8,Medium,"Berlin, Berlin"
5623,MX-2011-156895,3/12/2011,3/12/2011,Same Day,TZ-21445,Tom Zandusky,Corporate,Guatemala,,LATAM,Central,OFF-AR-10003766,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",65.24,2,0,22.16,6.64,Medium,"Chinautla, Guatemala"
17307,ES-2011-3979558,3/12/2011,3/17/2011,Standard Class,HK-14890,Heather Kirkland,Corporate,Switzerland,,EU,Central,OFF-EN-10002104,Office Supplies,Envelopes,"Cameo Mailers, with clear poly window",166.8,4,0,6.6,8.4,Medium,"Basel, Basel-Stadt"
17308,ES-2011-3979558,3/12/2011,3/17/2011,Standard Class,HK-14890,Heather Kirkland,Corporate,Switzerland,,EU,Central,OFF-ST-10002706,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",272.76,2,0,57.24,20.82,Medium,"Basel, Basel-Stadt"
5081,US-2011-166548,3/14/2011,3/19/2011,Standard Class,RC-19825,Roy Collins,Consumer,Panama,,LATAM,Central,OFF-SU-10003137,Office Supplies,Supplies,"Fiskars Letter Opener, Steel",49.26,5,0.4,-14.04,2.69,Medium,"Panama City, Panama"
5082,US-2011-166548,3/14/2011,3/19/2011,Standard Class,RC-19825,Roy Collins,Consumer,Panama,,LATAM,Central,FUR-CH-10000891,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",378.888,2,0.4,-94.752,26.03,Medium,"Panama City, Panama"
10653,ES-2011-3003511,3/14/2011,3/18/2011,Standard Class,CM-11815,Candace McMahon,Corporate,Germany,,EU,Central,TEC-AC-10004808,Technology,Accessories,"Memorex Router, Erganomic",219.618,1,0.1,48.798,38.31,High,"Berlin, Berlin"
11645,ES-2011-4699764,3/14/2011,3/17/2011,Second Class,EB-14110,Eugene Barchas,Consumer,Germany,,EU,Central,OFF-AP-10004512,Office Supplies,Appliances,"Hoover Stove, Red",3069.738,6,0.1,1364.238,725.34,Critical,"Leipzig, Saxony"
11646,ES-2011-4699764,3/14/2011,3/17/2011,Second Class,EB-14110,Eugene Barchas,Consumer,Germany,,EU,Central,OFF-ST-10003995,Office Supplies,Storage,"Eldon File Cart, Single Width",230.256,2,0.1,20.436,60.32,Critical,"Leipzig, Saxony"
14825,ES-2011-3739047,3/14/2011,3/16/2011,First Class,KA-16525,Kelly Andreada,Consumer,Germany,,EU,Central,OFF-AR-10001176,Office Supplies,Art,"Sanford Pens, Water Color",42.84,3,0,19.62,11.89,Critical,"Bonn, North Rhine-Westphalia"
14826,ES-2011-3739047,3/14/2011,3/16/2011,First Class,KA-16525,Kelly Andreada,Consumer,Germany,,EU,Central,OFF-SU-10001021,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",193.32,6,0,61.74,30.78,Critical,"Bonn, North Rhine-Westphalia"
17751,ES-2011-4753236,3/14/2011,3/19/2011,Second Class,DB-12970,Darren Budd,Corporate,France,,EU,Central,OFF-LA-10002625,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",13.95,3,0,3.87,0.39,Medium,"Tourcoing, Nord-Pas-de-Calais"
40702,CA-2011-152618,3/14/2011,3/17/2011,First Class,RB-19465,Rick Bensley,Home Office,United States,60653,US,Central,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2,0.3,156.047,63.85,Medium,"Chicago, Illinois"
40703,CA-2011-152618,3/14/2011,3/17/2011,First Class,RB-19465,Rick Bensley,Home Office,United States,60653,US,Central,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,8.448,2,0.2,2.64,1.5,Medium,"Chicago, Illinois"
7927,MX-2011-135020,3/17/2011,3/18/2011,First Class,CC-12550,Clay Cheatham,Consumer,El Salvador,,LATAM,Central,TEC-MA-10003936,Technology,Machines,"Epson Printer, White",348.04,2,0,149.64,46.39,High,"Mejicanos, San Salvador"
7928,MX-2011-135020,3/17/2011,3/18/2011,First Class,CC-12550,Clay Cheatham,Consumer,El Salvador,,LATAM,Central,TEC-PH-10003793,Technology,Phones,"Nokia Office Telephone, VoIP",86.96,2,0,22.6,19.78,High,"Mejicanos, San Salvador"
17137,ES-2011-5099069,3/17/2011,3/23/2011,Standard Class,YC-21895,Yoseph Carroll,Corporate,Germany,,EU,Central,OFF-LA-10002029,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",21.15,3,0,6.75,1.68,Medium,"Magdeburg, Saxony-Anhalt"
17138,ES-2011-5099069,3/17/2011,3/23/2011,Standard Class,YC-21895,Yoseph Carroll,Corporate,Germany,,EU,Central,OFF-ST-10004296,Office Supplies,Storage,"Smead Folders, Industrial",80.865,5,0.1,11.565,5.44,Medium,"Magdeburg, Saxony-Anhalt"
32642,CA-2011-118339,3/17/2011,3/24/2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,55044,US,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2,0,36.5742,4.1,Medium,"Lakeville, Minnesota"
32643,CA-2011-118339,3/17/2011,3/24/2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,55044,US,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,7,0,23.59,3.51,Medium,"Lakeville, Minnesota"
32644,CA-2011-118339,3/17/2011,3/24/2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,55044,US,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0,5.7072,0.9,Medium,"Lakeville, Minnesota"
32645,CA-2011-118339,3/17/2011,3/24/2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,55044,US,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,10,0,25.098,3.92,Medium,"Lakeville, Minnesota"
32646,CA-2011-118339,3/17/2011,3/24/2011,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,55044,US,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0,17.2224,3.06,Medium,"Lakeville, Minnesota"
36397,CA-2011-158442,3/17/2011,3/17/2011,Same Day,AZ-10750,Annie Zypern,Consumer,United States,75217,US,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448,2,0.2,0.3336,1.13,High,"Dallas, Texas"
36398,CA-2011-158442,3/17/2011,3/17/2011,Same Day,AZ-10750,Annie Zypern,Consumer,United States,75217,US,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.184,1,0.2,1.8792,0.8,High,"Dallas, Texas"
36399,CA-2011-158442,3/17/2011,3/17/2011,Same Day,AZ-10750,Annie Zypern,Consumer,United States,75217,US,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,1.33,High,"Dallas, Texas"
6045,MX-2011-144232,3/18/2011,3/23/2011,Standard Class,DL-13330,Denise Leinenbach,Consumer,Guatemala,,LATAM,Central,OFF-AP-10004921,Office Supplies,Appliances,"Breville Toaster, Red",102.28,2,0,40.88,5.78,Medium,"Escuintla, Escuintla"
15350,ES-2011-1436413,3/18/2011,3/22/2011,Standard Class,EN-13780,Edward Nazzal,Consumer,France,,EU,Central,OFF-ST-10001213,Office Supplies,Storage,"Smead Shelving, Industrial",177.876,4,0.1,27.636,17.4,High,"Marseille, Provence-Alpes-Côte d'Azur"
19274,ES-2011-5522951,3/18/2011,3/20/2011,First Class,SN-20560,Skye Norling,Home Office,France,,EU,Central,OFF-FA-10004878,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",56.52,3,0,4.5,7.06,Medium,"Noisy-le-Sec, Ile-de-France"
11389,IT-2011-1027688,3/19/2011,3/23/2011,Standard Class,SF-20065,Sandra Flanagan,Consumer,Germany,,EU,Central,TEC-CO-10004558,Technology,Copiers,"HP Ink, High-Speed",380.7,6,0.5,-335.16,22.16,Medium,"Hanover, Lower Saxony"
16789,IT-2011-4381191,3/21/2011,3/27/2011,Standard Class,GD-14590,Giulietta Dortch,Corporate,Netherlands,,EU,Central,TEC-MA-10002771,Technology,Machines,"StarTech Inkjet, White",747.3,5,0.5,-89.7,50.03,Medium,"Emmen, Drenthe"
17592,ES-2011-5083176,3/21/2011,3/25/2011,Standard Class,AS-10045,Aaron Smayling,Corporate,Switzerland,,EU,Central,OFF-AR-10003031,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",26.4,2,0,0.48,1.52,Medium,"Basel, Basel-Stadt"
721,MX-2011-112130,3/22/2011,3/27/2011,Standard Class,NF-18475,Neil Französisch,Home Office,Nicaragua,,LATAM,Central,OFF-PA-10001283,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",22.24,2,0,9.32,2.68,Medium,"Managua, Managua"
12538,ES-2011-3948308,3/22/2011,3/27/2011,Second Class,CD-11980,Carol Darley,Consumer,Germany,,EU,Central,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",39.96,3,0,16.38,4.2,Medium,"Augsburg, Bavaria"
12539,ES-2011-3948308,3/22/2011,3/27/2011,Second Class,CD-11980,Carol Darley,Consumer,Germany,,EU,Central,OFF-PA-10003455,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",89.94,2,0,26.94,10.97,Medium,"Augsburg, Bavaria"
35637,US-2011-129609,3/22/2011,3/22/2011,Same Day,VM-21835,Vivian Mathis,Consumer,United States,46368,US,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512,2.58,Critical,"Portage, Indiana"
15452,ES-2011-5263174,3/23/2011,3/27/2011,Standard Class,DB-13270,Deborah Brumfield,Home Office,Germany,,EU,Central,OFF-PA-10003868,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",193.32,4,0,7.68,15.3,Medium,"Stralsund, Mecklenburg-Vorpommern"
15453,ES-2011-5263174,3/23/2011,3/27/2011,Standard Class,DB-13270,Deborah Brumfield,Home Office,Germany,,EU,Central,FUR-FU-10001438,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",769.65,7,0,84.63,56.1,Medium,"Stralsund, Mecklenburg-Vorpommern"
13220,ES-2011-5504927,3/24/2011,3/27/2011,First Class,TW-21025,Tamara Willingham,Home Office,France,,EU,Central,OFF-ST-10003995,Office Supplies,Storage,"Eldon File Cart, Single Width",230.256,2,0.1,20.436,47.96,Critical,"Carcassonne, Languedoc-Roussillon"
13221,ES-2011-5504927,3/24/2011,3/27/2011,First Class,TW-21025,Tamara Willingham,Home Office,France,,EU,Central,TEC-PH-10002564,Technology,Phones,"Motorola Signal Booster, Full Size",245.514,2,0.15,2.874,90.96,Critical,"Carcassonne, Languedoc-Roussillon"
13222,ES-2011-5504927,3/24/2011,3/27/2011,First Class,TW-21025,Tamara Willingham,Home Office,France,,EU,Central,OFF-BI-10003951,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",152.25,5,0,76.05,48.16,Critical,"Carcassonne, Languedoc-Roussillon"
13223,ES-2011-5504927,3/24/2011,3/27/2011,First Class,TW-21025,Tamara Willingham,Home Office,France,,EU,Central,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",453.06,9,0,27,95.81,Critical,"Carcassonne, Languedoc-Roussillon"
6752,MX-2011-109869,3/25/2011,3/31/2011,Standard Class,LR-16915,Lena Radford,Consumer,El Salvador,,LATAM,Central,TEC-CO-10003784,Technology,Copiers,"HP Fax Machine, Laser",1396.92056,7,0.002,459.06056,98.38,Medium,"San Salvador, San Salvador"
15356,IT-2011-2306373,3/25/2011,3/30/2011,Second Class,BD-11725,Bruce Degenhardt,Consumer,Netherlands,,EU,Central,TEC-PH-10001937,Technology,Phones,"Nokia Audio Dock, Full Size",84.015,1,0.5,-55.455,6.66,Medium,"Helmond, North Brabant"
15357,IT-2011-2306373,3/25/2011,3/30/2011,Second Class,BD-11725,Bruce Degenhardt,Consumer,Netherlands,,EU,Central,OFF-LA-10000379,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",17.01,3,0.5,-11.61,2.08,Medium,"Helmond, North Brabant"
17368,ES-2011-3679996,3/25/2011,3/27/2011,Second Class,HG-15025,Hunter Glantz,Consumer,Germany,,EU,Central,OFF-FA-10000227,Office Supplies,Fasteners,"OIC Clamps, Metal",99.45,5,0,44.7,12.26,High,"Munich, Bavaria"
16640,IT-2011-5078476,3/26/2011,4/1/2011,Standard Class,TH-21100,Thea Hendricks,Consumer,Switzerland,,EU,Central,OFF-BI-10002040,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",92.43,3,0,25.83,16.62,Low,"Zurich, Zürich"
17117,ES-2011-2266801,3/26/2011,3/28/2011,First Class,JF-15190,Jamie Frazer,Consumer,France,,EU,Central,OFF-ST-10004191,Office Supplies,Storage,"Tenex Lockers, Blue",551.205,3,0.1,97.965,38.33,Medium,"Castres, Midi-Pyrénées"
14238,ES-2011-4614329,3/27/2011,3/31/2011,Standard Class,TB-21595,Troy Blackwell,Consumer,France,,EU,Central,OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue",9.234,1,0.1,1.614,0.89,High,"Colmar, Alsace"
14239,ES-2011-4614329,3/27/2011,3/31/2011,Standard Class,TB-21595,Troy Blackwell,Consumer,France,,EU,Central,OFF-LA-10004832,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical",20.58,2,0,4.08,2.07,High,"Colmar, Alsace"
19512,IT-2011-4692210,3/28/2011,4/2/2011,Standard Class,EH-13990,Erica Hackney,Consumer,Germany,,EU,Central,OFF-ST-10004409,Office Supplies,Storage,"Rogers Box, Industrial",39.12,4,0.6,-58.68,2.59,Medium,"Dresden, Saxony"
19513,IT-2011-4692210,3/28/2011,4/2/2011,Standard Class,EH-13990,Erica Hackney,Consumer,Germany,,EU,Central,OFF-FA-10004494,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",21.735,3,0.5,-21.375,1.6,Medium,"Dresden, Saxony"
39136,US-2011-137869,3/28/2011,4/2/2011,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,50315,US,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,0,2.8764,0.73,Medium,"Des Moines, Iowa"
39137,US-2011-137869,3/28/2011,4/2/2011,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,50315,US,Central,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1184.72,4,0,106.6248,108.8,Medium,"Des Moines, Iowa"
6194,US-2011-100391,3/29/2011,4/2/2011,Standard Class,CL-12565,Clay Ludtke,Consumer,Honduras,,LATAM,Central,OFF-LA-10000276,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set",18.54,5,0.4,-2.86,0.77,Medium,"Tegucigalpa, Francisco Morazán"
7392,US-2011-123001,3/29/2011,4/2/2011,Standard Class,SW-20275,Scott Williamson,Consumer,Honduras,,LATAM,Central,FUR-FU-10004339,Furniture,Furnishings,"Deflect-O Frame, Black",220.08,5,0.4,-62.42,9.03,Medium,"Choluteca, Choluteca"
7393,US-2011-123001,3/29/2011,4/2/2011,Standard Class,SW-20275,Scott Williamson,Consumer,Honduras,,LATAM,Central,FUR-BO-10002383,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",391.86,5,0.4,-45.74,25.89,Medium,"Choluteca, Choluteca"
17793,ES-2011-5610862,3/29/2011,3/30/2011,First Class,JH-16180,Justin Hirsh,Consumer,Germany,,EU,Central,FUR-FU-10003662,Furniture,Furnishings,"Tenex Door Stop, Erganomic",170.04,4,0,27.12,6.83,Critical,"Hamm, North Rhine-Westphalia"
17794,ES-2011-5610862,3/29/2011,3/30/2011,First Class,JH-16180,Justin Hirsh,Consumer,Germany,,EU,Central,TEC-PH-10002035,Technology,Phones,"Samsung Smart Phone, Cordless",639,1,0,44.73,114.36,Critical,"Hamm, North Rhine-Westphalia"
17795,ES-2011-5610862,3/29/2011,3/30/2011,First Class,JH-16180,Justin Hirsh,Consumer,Germany,,EU,Central,OFF-SU-10004230,Office Supplies,Supplies,"Kleencut Scissors, Serrated",37.98,2,0,3,7.73,Critical,"Hamm, North Rhine-Westphalia"
18908,IT-2011-3424830,3/29/2011,4/4/2011,Standard Class,SW-20350,Sean Wendt,Home Office,Germany,,EU,Central,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",8.07,2,0.5,-5.85,0.58,Medium,"Hanover, Lower Saxony"
38602,CA-2011-137274,3/29/2011,4/2/2011,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,75023,US,Central,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,890.841,3,0.3,-152.7156,55.98,Medium,"Plano, Texas"
2322,MX-2011-132479,3/30/2011,4/2/2011,First Class,JD-15895,Jonathan Doherty,Corporate,El Salvador,,LATAM,Central,FUR-FU-10004427,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",15.6,1,0,6.7,0.69,Critical,"Ilopango, San Salvador"
2323,MX-2011-132479,3/30/2011,4/2/2011,First Class,JD-15895,Jonathan Doherty,Corporate,El Salvador,,LATAM,Central,FUR-BO-10004423,Furniture,Bookcases,"Ikea Corner Shelving, Pine",165.88,2,0,79.6,51.88,Critical,"Ilopango, San Salvador"
15518,ES-2011-5861038,3/30/2011,4/3/2011,Standard Class,CS-12250,Chris Selesnick,Corporate,Germany,,EU,Central,TEC-PH-10004105,Technology,Phones,"Motorola Speaker Phone, VoIP",389.61,3,0,15.57,40.42,High,"Troisdorf, North Rhine-Westphalia"
15519,ES-2011-5861038,3/30/2011,4/3/2011,Standard Class,CS-12250,Chris Selesnick,Corporate,Germany,,EU,Central,TEC-CO-10001145,Technology,Copiers,"Canon Personal Copier, Digital",284.76,2,0,14.22,38.07,High,"Troisdorf, North Rhine-Westphalia"
15520,ES-2011-5861038,3/30/2011,4/3/2011,Standard Class,CS-12250,Chris Selesnick,Corporate,Germany,,EU,Central,OFF-ST-10001091,Office Supplies,Storage,"Smead Box, Industrial",50.625,5,0.1,-1.125,5.12,High,"Troisdorf, North Rhine-Westphalia"
15521,ES-2011-5861038,3/30/2011,4/3/2011,Standard Class,CS-12250,Chris Selesnick,Corporate,Germany,,EU,Central,FUR-CH-10002610,Furniture,Chairs,"Novimex Swivel Stool, Black",729.135,5,0.1,-56.715,95.99,High,"Troisdorf, North Rhine-Westphalia"
38926,CA-2011-162089,3/30/2011,4/1/2011,First Class,MP-17470,Mark Packer,Home Office,United States,78521,US,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,335.72,5,0.2,113.3055,45.52,Critical,"Brownsville, Texas"
38927,CA-2011-162089,3/30/2011,4/1/2011,First Class,MP-17470,Mark Packer,Home Office,United States,78521,US,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,251.944,7,0.2,88.1804,94.8,Critical,"Brownsville, Texas"
38928,CA-2011-162089,3/30/2011,4/1/2011,First Class,MP-17470,Mark Packer,Home Office,United States,78521,US,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",127.302,7,0.3,-9.093,53.64,Critical,"Brownsville, Texas"
39727,US-2011-113124,3/30/2011,4/5/2011,Standard Class,NC-18340,Nat Carroll,Consumer,United States,55124,US,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0,6.465,8.19,Medium,"Apple Valley, Minnesota"
15234,ES-2011-3721082,3/31/2011,4/4/2011,Standard Class,LB-16735,Larry Blacks,Consumer,Switzerland,,EU,Central,FUR-FU-10001252,Furniture,Furnishings,"Eldon Clock, Erganomic",110.28,2,0,37.44,5.63,Medium,"Geneva, Geneva"
15235,ES-2011-3721082,3/31/2011,4/4/2011,Standard Class,LB-16735,Larry Blacks,Consumer,Switzerland,,EU,Central,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase",20.64,2,0,9.06,1.03,Medium,"Geneva, Geneva"
36345,US-2011-104759,3/31/2011,4/4/2011,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,60610,US,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8.134,7,0.8,-13.8278,0.84,High,"Chicago, Illinois"
36346,US-2011-104759,3/31/2011,4/4/2011,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,60610,US,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.984,2,0.2,13.9972,9.03,High,"Chicago, Illinois"
3683,US-2011-148852,4/1/2011,4/4/2011,Second Class,VP-21760,Victoria Pisteka,Corporate,Panama,,LATAM,Central,OFF-AP-10002753,Office Supplies,Appliances,"Cuisinart Toaster, Red",85.536,4,0.4,-47.104,11.56,High,"Arraiján, Panama"
3684,US-2011-148852,4/1/2011,4/4/2011,Second Class,VP-21760,Victoria Pisteka,Corporate,Panama,,LATAM,Central,OFF-BI-10004305,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",10.944,4,0.4,-3.136,1.37,High,"Arraiján, Panama"
52,US-2011-150987,4/2/2011,4/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Honduras,,LATAM,Central,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser",230.67252,3,0.402,-85.64748,9.81,Medium,"Tegucigalpa, Francisco Morazán"
53,US-2011-150987,4/2/2011,4/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Honduras,,LATAM,Central,TEC-CO-10001756,Technology,Copiers,"Canon Personal Copier, Color",172.43928,3,0.402,-3.48072,5.57,Medium,"Tegucigalpa, Francisco Morazán"
54,US-2011-150987,4/2/2011,4/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Honduras,,LATAM,Central,OFF-AP-10004958,Office Supplies,Appliances,"KitchenAid Stove, Black",683.496,3,0.4,-79.764,50.13,Medium,"Tegucigalpa, Francisco Morazán"
55,US-2011-150987,4/2/2011,4/6/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Honduras,,LATAM,Central,OFF-EN-10000755,Office Supplies,Envelopes,"Ames Mailers, Recycled",27.72,2,0.4,4.12,1.6,Medium,"Tegucigalpa, Francisco Morazán"
40123,US-2011-157847,4/2/2011,4/6/2011,Second Class,SC-20020,Sam Craven,Consumer,United States,77095,US,Central,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,26.72,5,0.2,9.352,0.74,Medium,"Houston, Texas"
40124,US-2011-157847,4/2/2011,4/6/2011,Second Class,SC-20020,Sam Craven,Consumer,United States,77095,US,Central,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,33.488,7,0.2,10.465,1.58,Medium,"Houston, Texas"
11452,ES-2011-1290469,4/4/2011,4/6/2011,First Class,MM-18280,Muhammed MacIntyre,Corporate,France,,EU,Central,OFF-AR-10000724,Office Supplies,Art,"Boston Pens, Fluorescent",92.88,6,0,15.66,13.37,Medium,"Cognac, Poitou-Charentes"
11890,ES-2011-3072555,4/4/2011,4/9/2011,Standard Class,EB-13705,Ed Braxton,Corporate,France,,EU,Central,OFF-FA-10001051,Office Supplies,Fasteners,"OIC Rubber Bands, Metal",85.95,5,0,32.55,6.26,Medium,"Le Havre, Upper Normandy"
12447,ES-2011-5430994,4/4/2011,4/6/2011,First Class,AG-10495,Andrew Gjertsen,Corporate,France,,EU,Central,FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red",507.276,4,0.1,174.636,141.04,High,"Saint-Priest, Rhône-Alpes"
35251,CA-2011-133228,4/4/2011,4/9/2011,Standard Class,MS-17710,Maurice Satty,Consumer,United States,48205,US,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,1,0,2.3521,0.24,Medium,"Detroit, Michigan"
35252,CA-2011-133228,4/4/2011,4/9/2011,Standard Class,MS-17710,Maurice Satty,Consumer,United States,48205,US,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0,23.808,6.63,Medium,"Detroit, Michigan"
15999,ES-2011-5185093,4/5/2011,4/9/2011,Standard Class,AG-10495,Andrew Gjertsen,Corporate,France,,EU,Central,OFF-AP-10002397,Office Supplies,Appliances,"Breville Microwave, White",1889.055,7,0.1,482.685,122.35,Medium,"La Seyne-sur-Mer, Provence-Alpes-Côte d'Azur"
