Year Filter,Order Date,Year of Sale,Returned?,Days to Ship,Approver,Return Notes,Order ID,Return Reason,Category,City,Country,Customer ID,Customer Name,Discount,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
1/1/2022,7/21/2022,1/1/2018,,3,,,,,Office Supplies,Aurora,United States,KL-16555,Kelly Lampkin,0.8,60505,OFF-BI-10001890,Avery Poly Binder Pockets,-4.5824,4,Central,8327,Corporate,7/24/2018,Second Class,Illinois,Binders,2.864
1/1/2022,7/21/2022,1/1/2018,,3,,,,,Office Supplies,Aurora,United States,KL-16555,Kelly Lampkin,0.8,60505,OFF-BI-10004224,Catalog Binders with Expanding Posts,-164.836,7,Central,8328,Corporate,7/24/2018,Second Class,Illinois,Binders,94.192
1/1/2022,1/2/2022,1/1/2018,,2,,,,,Office Supplies,El Paso,United States,TS-21655,Trudy Schmidt,0.2,79907,OFF-AR-10001955,Newell 319,3.968,2,Central,8361,Consumer,1/4/2018,Second Class,Texas,Art,31.744
1/1/2022,1/2/2022,1/1/2018,,2,,,,,Office Supplies,El Paso,United States,TS-21655,Trudy Schmidt,0.8,79907,OFF-AP-10000027,Hoover Commercial SteamVac,-13.58,2,Central,8362,Consumer,1/4/2018,Second Class,Texas,Appliances,5.432
1/1/2022,1/2/2022,1/1/2018,,2,,,,,Furniture,El Paso,United States,TS-21655,Trudy Schmidt,0.3,79907,FUR-TA-10002958,Bevis Oval Conference Table Walnut,-169.637,5,Central,8363,Consumer,1/4/2018,Second Class,Texas,Tables,913.43
1/1/2022,1/2/2022,1/1/2018,,2,,,,,Office Supplies,El Paso,United States,TS-21655,Trudy Schmidt,0.2,79907,OFF-ST-10002615,Dual Level Single-Width Filing Carts,27.9108,3,Central,8364,Consumer,1/4/2018,Second Class,Texas,Storage,372.144
1/1/2022,3/10/2022,1/1/2018,,4,,,,,Furniture,Dallas,United States,MD-17350,Maribeth Dona,0.3,75217,FUR-TA-10002228,Bevis Traditional Conference Table Top Plinth Base,-173.3472,4,Central,8413,Consumer,3/14/2018,Standard Class,Texas,Tables,933.408
1/1/2022,4/6/2022,1/1/2018,,6,,,,,Office Supplies,Marion,United States,ML-17755,Max Ludwig,0,52302,OFF-PA-10000474,Easy-staple paper,49.9704,3,Central,8416,Home Office,4/12/2018,Standard Class,Iowa,Paper,106.32
1/1/2022,11/23/2022,1/1/2018,,2,,,,,Office Supplies,Roseville,United States,DC-12850,Dan Campbell,0,48066,OFF-SU-10001935,Staple remover,0.1744,2,Central,8428,Consumer,11/25/2018,First Class,Michigan,Supplies,4.36
1/1/2022,3/14/2022,1/1/2018,,3,,,,,Technology,Chicago,United States,BN-11470,Brad Norvell,0.2,60623,TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,4.9616,2,Central,8440,Corporate,3/17/2018,Second Class,Illinois,Phones,49.616
1/1/2022,5/28/2022,1/1/2018,,5,,,,,Furniture,Chicago,United States,TH-21235,Tiffany House,0.3,60653,FUR-CH-10001146,Global Task Chair Black,-29.0073,3,Central,8457,Corporate,6/2/2018,Second Class,Illinois,Chairs,106.869
1/1/2022,5/28/2022,1/1/2018,,5,,,,,Office Supplies,Chicago,United States,TH-21235,Tiffany House,0.8,60653,OFF-BI-10004364,Storex Dura Pro Binders,-6.237,3,Central,8458,Corporate,6/2/2018,Second Class,Illinois,Binders,3.564
1/1/2022,6/4/2022,1/1/2018,,3,,,,,Furniture,Frisco,United States,EM-14065,Erin Mull,0.6,75034,FUR-FU-10002501,Nu-Dell Executive Frame,-17.4432,6,Central,8518,Consumer,6/7/2018,Second Class,Texas,Furnishings,30.336
1/1/2022,12/22/2022,1/1/2018,,4,,,,,Furniture,Rochester,United States,CM-12190,Charlotte Melton,0,55901,FUR-TA-10004915,Office Impressions End Table 20-1/2H x 24W x 20D,97.2032,2,Central,8578,Consumer,12/26/2018,Standard Class,Minnesota,Tables,607.52
1/1/2022,12/22/2022,1/1/2018,,4,,,,,Office Supplies,Rochester,United States,CM-12190,Charlotte Melton,0,55901,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,7.79,2,Central,8579,Consumer,12/26/2018,Standard Class,Minnesota,Storage,31.16
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Furniture,Dallas,United States,LC-17050,Liz Carlisle,0.6,75217,FUR-FU-10003878,Linden 10 Round Wall Clock Black,-19.864,5,Central,8621,Consumer,11/9/2018,Second Class,Texas,Furnishings,30.56
1/1/2022,7/23/2022,1/1/2018,,1,,,,,Technology,Kenosha,United States,PO-19180,Philisse Overcash,0,53142,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,143.982,5,Central,8639,Home Office,7/24/2018,First Class,Wisconsin,Accessories,399.95
1/1/2022,1/12/2022,1/1/2018,,4,,,,,Office Supplies,Dallas,United States,DB-13120,David Bremer,0.8,75217,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,-1141.47,5,Central,8641,Corporate,1/16/2018,Standard Class,Texas,Binders,760.98
1/1/2022,2/16/2022,1/1/2018,,5,,,,,Office Supplies,Decatur,United States,JS-16030,Joy Smith,0.2,62521,OFF-FA-10004854,Vinyl Coated Wire Paper Clips in Organizer Box 800/Box,6.1992,2,Central,8673,Consumer,2/21/2018,Standard Class,Illinois,Fasteners,18.368
1/1/2022,2/16/2022,1/1/2018,,5,,,,,Furniture,Decatur,United States,JS-16030,Joy Smith,0.3,62521,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,-8.5794,3,Central,8674,Consumer,2/21/2018,Standard Class,Illinois,Chairs,600.558
1/1/2022,2/16/2022,1/1/2018,,5,,,,,Office Supplies,Decatur,United States,JS-16030,Joy Smith,0.2,62521,OFF-ST-10000642,Tennsco Lockers Gray,-8.1822,3,Central,8675,Consumer,2/21/2018,Standard Class,Illinois,Storage,50.352
1/1/2022,2/16/2022,1/1/2018,,5,,,,,Office Supplies,Decatur,United States,JS-16030,Joy Smith,0.2,62521,OFF-AR-10004078,Newell 312,3.504,6,Central,8676,Consumer,2/21/2018,Standard Class,Illinois,Art,28.032
1/1/2022,2/16/2022,1/1/2018,,5,,,,,Furniture,Decatur,United States,JS-16030,Joy Smith,0.6,62521,FUR-FU-10004270,Executive Impressions 13 Clairmont Wall Clock,-3.6537,1,Central,8677,Consumer,2/21/2018,Standard Class,Illinois,Furnishings,7.692
1/1/2022,10/24/2022,1/1/2018,,2,,,,,Furniture,Mansfield,United States,PO-18850,Patrick O'Brill,0.3,76063,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,-81.3065,5,Central,8678,Consumer,10/26/2018,First Class,Texas,Tables,517.405
1/1/2022,3/18/2022,1/1/2018,,6,,,,,Technology,Houston,United States,TT-21220,Thomas Thornton,0.2,77041,TEC-PH-10001557,Pyle PMP37LED,47.0351,7,Central,8792,Consumer,3/24/2018,Standard Class,Texas,Phones,537.544
1/1/2022,11/23/2022,1/1/2018,,4,,,,,Office Supplies,Chicago,United States,CS-12250,Chris Selesnick,0.2,60623,OFF-PA-10004285,Xerox 1959,3.7408,2,Central,8801,Corporate,11/27/2018,Standard Class,Illinois,Paper,10.688
1/1/2022,11/14/2022,1/1/2018,,2,,,,,Office Supplies,Houston,United States,TC-21295,Toby Carlisle,0.8,77095,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,-32.985,5,Central,8875,Consumer,11/16/2018,Second Class,Texas,Binders,21.99
1/1/2022,12/18/2022,1/1/2018,,6,,,,,Furniture,Milwaukee,United States,HE-14800,Harold Engle,0,53209,FUR-FU-10001057,Tensor Track Tree Floor Lamp,22.9885,5,Central,8932,Corporate,12/24/2018,Standard Class,Wisconsin,Furnishings,99.95
1/1/2022,12/18/2022,1/1/2018,,6,,,,,Technology,Milwaukee,United States,HE-14800,Harold Engle,0,53209,TEC-AC-10002331,Maxell 74 Minute CDR 10/Pack,10.8558,3,Central,8933,Corporate,12/24/2018,Standard Class,Wisconsin,Accessories,29.34
1/1/2022,10/10/2022,1/1/2018,,6,,,,,Furniture,Aurora,United States,SW-20245,Scot Wooten,0.3,60505,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,-47.8716,3,Central,8944,Consumer,10/16/2018,Standard Class,Illinois,Chairs,239.358
1/1/2022,11/25/2022,1/1/2018,,5,,,,,Technology,Houston,United States,RO-19780,Rose O'Brian,0.2,77070,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,37.495,5,Central,8959,Consumer,11/30/2018,Standard Class,Texas,Phones,299.96
1/1/2022,11/25/2022,1/1/2018,,5,,,,,Office Supplies,Houston,United States,RO-19780,Rose O'Brian,0.8,77070,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,-179.776,5,Central,8960,Consumer,11/30/2018,Standard Class,Texas,Appliances,67.84
1/1/2022,11/25/2022,1/1/2018,,5,,,,,Furniture,Houston,United States,RO-19780,Rose O'Brian,0.3,77070,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,-24.398,5,Central,8961,Consumer,11/30/2018,Standard Class,Texas,Chairs,853.93
1/1/2022,11/25/2022,1/1/2018,,5,,,,,Office Supplies,Houston,United States,RO-19780,Rose O'Brian,0.2,77070,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,3.7376,4,Central,8962,Consumer,11/30/2018,Standard Class,Texas,Art,18.688
1/1/2022,11/6/2022,1/1/2018,,6,,,,,Office Supplies,Houston,United States,CC-12370,Christopher Conant,0.8,77070,OFF-BI-10000145,Zipper Ring Binder Pockets,-1.9344,2,Central,8966,Consumer,11/12/2018,Standard Class,Texas,Binders,1.248
1/1/2022,11/23/2022,1/1/2018,,3,,,,,Office Supplies,Dallas,United States,JP-15460,Jennifer Patt,0.2,75220,OFF-PA-10000477,Xerox 22,12.7008,7,Central,8975,Corporate,11/26/2018,First Class,Texas,Paper,36.288
1/1/2022,11/23/2022,1/1/2018,,3,,,,,Office Supplies,Dallas,United States,JP-15460,Jennifer Patt,0.2,75220,OFF-PA-10002923,Xerox 1942,29.364,2,Central,8976,Corporate,11/26/2018,First Class,Texas,Paper,78.304
1/1/2022,11/23/2022,1/1/2018,,3,,,,,Furniture,Dallas,United States,JP-15460,Jennifer Patt,0.3,75220,FUR-TA-10003008,Lesro Round Back Collection Coffee Table End Table,-31.0335,1,Central,8977,Corporate,11/26/2018,First Class,Texas,Tables,127.785
1/1/2022,11/23/2022,1/1/2018,,3,,,,,Office Supplies,Dallas,United States,JP-15460,Jennifer Patt,0.8,75220,OFF-BI-10003707,Aluminum Screw Posts,-9.156,2,Central,8978,Corporate,11/26/2018,First Class,Texas,Binders,6.104
1/1/2022,11/11/2022,1/1/2018,,2,,,,,Technology,Dallas,United States,PG-18820,Patrick Gardner,0.2,75081,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,12.3144,2,Central,8997,Consumer,11/13/2018,First Class,Texas,Phones,35.184
1/1/2022,3/20/2022,1/1/2018,,0,,,,,Office Supplies,Houston,United States,HG-14845,Harry Greene,0.2,77041,OFF-PA-10000474,Easy-staple paper,19.1376,2,Central,8998,Consumer,3/20/2018,Same Day,Texas,Paper,56.704
1/1/2022,3/20/2022,1/1/2018,,0,,,,,Office Supplies,Houston,United States,HG-14845,Harry Greene,0.2,77041,OFF-PA-10002377,Xerox 1916,102.774,7,Central,8999,Consumer,3/20/2018,Same Day,Texas,Paper,274.064
1/1/2022,11/18/2022,1/1/2018,,0,,,,,Office Supplies,Milwaukee,United States,NB-18655,Nona Balk,0,53209,OFF-ST-10001321,Decoflex Hanging Personal Folder File Blue,24.9804,6,Central,9006,Corporate,11/18/2018,Same Day,Wisconsin,Storage,92.52
1/1/2022,11/18/2022,1/1/2018,,0,,,,,Office Supplies,Milwaukee,United States,NB-18655,Nona Balk,0,53209,OFF-ST-10000777,Companion Letter/Legal File Black,10.5728,1,Central,9007,Corporate,11/18/2018,Same Day,Wisconsin,Storage,37.76
1/1/2022,11/18/2022,1/1/2018,Yes,0,,,CA-2018-107825,Incorrect Product Ordered,Office Supplies,Milwaukee,United States,NB-18655,Nona Balk,0,53209,OFF-LA-10003720,Avery 487,3.4686,2,Central,9008,Corporate,11/18/2018,Same Day,Wisconsin,Labels,7.38
1/1/2022,11/18/2022,1/1/2018,,0,,,,,Furniture,Milwaukee,United States,NB-18655,Nona Balk,0,53209,FUR-FU-10000206,GE General Purpose Extra Long Life Showcase & Floodlight Incandescent Bulbs,2.7354,2,Central,9009,Corporate,11/18/2018,Same Day,Wisconsin,Furnishings,5.82
1/1/2022,6/22/2022,1/1/2018,,4,,,,,Furniture,Detroit,United States,RB-19465,Rick Bensley,0,48227,FUR-CH-10000454,Hon Deluxe Fabric Upholstered Stacking Chairs Rounded Back,146.388,2,Central,9033,Home Office,6/26/2018,Standard Class,Michigan,Chairs,487.96
1/1/2022,11/21/2022,1/1/2018,,0,,,,,Technology,Houston,United States,HZ-14950,Henia Zydlo,0.2,77095,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,-12.4146,3,Central,9039,Consumer,11/21/2018,Same Day,Texas,Phones,55.176
1/1/2022,10/12/2022,1/1/2018,,4,,,,,Technology,Dallas,United States,MG-17650,Matthew Grinstein,0.2,75081,TEC-PH-10002085,Clarity 53712,27.7158,7,Central,9099,Home Office,10/16/2018,Standard Class,Texas,Phones,369.544
1/1/2022,10/12/2022,1/1/2018,,4,,,,,Office Supplies,Dallas,United States,MG-17650,Matthew Grinstein,0.2,75081,OFF-PA-10001934,Xerox 1993,3.7584,2,Central,9100,Home Office,10/16/2018,Standard Class,Texas,Paper,10.368
1/1/2022,10/12/2022,1/1/2018,,4,,,,,Technology,Dallas,United States,MG-17650,Matthew Grinstein,0.2,75081,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,128.6805,3,Central,9101,Home Office,10/16/2018,Standard Class,Texas,Accessories,791.88
1/1/2022,5/25/2022,1/1/2018,,7,,,,,Office Supplies,Houston,United States,JL-15505,Jeremy Lonsdale,0.2,77070,OFF-ST-10002182,Iris 3-Drawer Stacking Bin Black,-11.2806,3,Central,9128,Consumer,6/1/2018,Standard Class,Texas,Storage,50.136
1/1/2022,8/3/2022,1/1/2018,,4,,,,,Technology,Bloomington,United States,AB-10105,Adrian Barton,0.2,61701,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,7.4655,3,Central,9208,Consumer,8/7/2018,Standard Class,Illinois,Accessories,39.816
1/1/2022,12/11/2022,1/1/2018,,3,,,,,Office Supplies,Burlington,United States,RS-19870,Roy Skaria,0,52601,OFF-EN-10003160,Pastel Pink Envelopes,3.4944,1,Central,9210,Home Office,12/14/2018,Second Class,Iowa,Envelopes,7.28
1/1/2022,12/11/2022,1/1/2018,,3,,,,,Office Supplies,Burlington,United States,RS-19870,Roy Skaria,0,52601,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,2.592,3,Central,9211,Home Office,12/14/2018,Second Class,Iowa,Binders,5.4
1/1/2022,11/24/2022,1/1/2018,,6,,,,,Office Supplies,Odessa,United States,JG-15310,Jason Gross,0.8,79762,OFF-AP-10002311,Holmes Replacement Filter for HEPA Air Cleaner Very Large Room HEPA Filter,-24.7716,1,Central,9217,Corporate,11/30/2018,Standard Class,Texas,Appliances,13.762
1/1/2022,11/14/2022,1/1/2018,,3,,,,,Office Supplies,Minneapolis,United States,AW-10930,Arthur Wiediger,0,55407,OFF-EN-10004459,Security-Tint Envelopes,7.4872,2,Central,9218,Home Office,11/17/2018,First Class,Minnesota,Envelopes,15.28
1/1/2022,11/4/2022,1/1/2018,,0,,,,,Office Supplies,Bryan,United States,FM-14290,Frank Merwin,0.8,77803,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,-13.188,6,Central,9224,Home Office,11/4/2018,Same Day,Texas,Binders,7.536
1/1/2022,11/4/2022,1/1/2018,,0,,,,,Office Supplies,Bryan,United States,FM-14290,Frank Merwin,0.8,77803,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,-2.3232,2,Central,9225,Home Office,11/4/2018,Same Day,Texas,Binders,1.408
1/1/2022,11/4/2022,1/1/2018,,0,,,,,Office Supplies,Bryan,United States,FM-14290,Frank Merwin,0.8,77803,OFF-BI-10004040,Wilson Jones Impact Binders,-6.4232,4,Central,9226,Home Office,11/4/2018,Same Day,Texas,Binders,4.144
1/1/2022,11/4/2022,1/1/2018,,0,,,,,Office Supplies,Bryan,United States,FM-14290,Frank Merwin,0.2,77803,OFF-ST-10002485,Rogers Deluxe File Chest,-12.5286,3,Central,9227,Home Office,11/4/2018,Same Day,Texas,Storage,52.752
1/1/2022,11/11/2022,1/1/2018,,3,,,,,Office Supplies,Aberdeen,United States,JL-15505,Jeremy Lonsdale,0,57401,OFF-SU-10004661,Acme Titanium Bonded Scissors,6.63,3,Central,9261,Consumer,11/14/2018,Second Class,South Dakota,Supplies,25.5
1/1/2022,6/19/2022,1/1/2018,,7,,,,,Office Supplies,Dallas,United States,DB-13270,Deborah Brumfield,0.8,75081,OFF-BI-10003166,GBC Plasticlear Binding Covers,-11.0208,3,Central,9287,Home Office,6/26/2018,Standard Class,Texas,Binders,6.888
1/1/2022,6/19/2022,1/1/2018,,7,,,,,Furniture,Dallas,United States,DB-13270,Deborah Brumfield,0.3,75081,FUR-TA-10000688,Chromcraft Bull-Nose Wood Round Conference Table Top Wood Base,-84.9615,3,Central,9288,Home Office,6/26/2018,Standard Class,Texas,Tables,457.485
1/1/2022,3/2/2022,1/1/2018,,0,,,,,Office Supplies,Waco,United States,RS-19765,Roland Schwarz,0.8,76706,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,-0.9452,1,Central,9293,Corporate,3/2/2018,Same Day,Texas,Binders,0.556
1/1/2022,3/6/2022,1/1/2018,,6,,,,,Office Supplies,Dallas,United States,DW-13540,Don Weiss,0.2,75220,OFF-LA-10000134,Avery 511,1.7248,2,Central,9312,Consumer,3/12/2018,Standard Class,Texas,Labels,4.928
1/1/2022,3/6/2022,1/1/2018,,6,,,,,Office Supplies,Dallas,United States,DW-13540,Don Weiss,0.2,75220,OFF-AR-10000588,Newell 345,4.7616,4,Central,9313,Consumer,3/12/2018,Standard Class,Texas,Art,63.488
1/1/2022,2/21/2022,1/1/2018,,5,,,,,Technology,Carrollton,United States,DK-13090,Dave Kipp,0.2,75007,TEC-AC-10002076,Microsoft Natural Keyboard Elite,-2.994,1,Central,9318,Consumer,2/26/2018,Standard Class,Texas,Accessories,47.904
1/1/2022,9/24/2022,1/1/2018,,2,,,,,Furniture,Chicago,United States,RO-19780,Rose O'Brian,0.3,60623,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,-14.8704,2,Central,9353,Consumer,9/26/2018,First Class,Illinois,Chairs,520.464
1/1/2022,9/24/2022,1/1/2018,,2,,,,,Office Supplies,Chicago,United States,RO-19780,Rose O'Brian,0.2,60623,OFF-PA-10002109,Wirebound Voice Message Log Book,3.7128,3,Central,9354,Consumer,9/26/2018,First Class,Illinois,Paper,11.424
1/1/2022,12/17/2022,1/1/2018,,4,,,,,Office Supplies,Eau Claire,United States,DP-13105,Dave Poirier,0,54703,OFF-ST-10001031,Adjustable Personal File Tote,8.4656,2,Central,9378,Corporate,12/21/2018,Standard Class,Wisconsin,Storage,32.56
1/1/2022,3/13/2022,1/1/2018,,3,,,,,Technology,Aurora,United States,FH-14275,Frank Hawley,0.2,60505,TEC-PH-10004700,PowerGen Dual USB Car Charger,2.5974,1,Central,9392,Corporate,3/16/2018,First Class,Illinois,Phones,7.992
1/1/2022,10/2/2022,1/1/2018,,2,,,,,Office Supplies,Houston,United States,SC-20695,Steve Chapman,0.8,77041,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,-38.8212,2,Central,9420,Corporate,10/4/2018,Second Class,Texas,Appliances,15.224
1/1/2022,10/2/2022,1/1/2018,,2,,,,,Office Supplies,Houston,United States,SC-20695,Steve Chapman,0.8,77041,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,-56.0592,6,Central,9421,Corporate,10/4/2018,Second Class,Texas,Appliances,21.984
1/1/2022,5/27/2022,1/1/2018,,7,,,,,Furniture,Tulsa,United States,DN-13690,Duane Noonan,0,74133,FUR-FU-10003664,Electrix Architect's Clamp-On Swing Arm Lamp Black,138.417,5,Central,9448,Consumer,6/3/2018,Standard Class,Oklahoma,Furnishings,477.3
1/1/2022,11/6/2022,1/1/2018,,6,,,,,Office Supplies,Dallas,United States,HG-14845,Harry Greene,0.2,75220,OFF-ST-10000615,SimpliFile Personal File Black Granite 15w x 6-15/16d x 11-1/4h,1.816,2,Central,9482,Consumer,11/12/2018,Standard Class,Texas,Storage,18.16
1/1/2022,11/7/2022,1/1/2018,,0,,,,,Office Supplies,Oklahoma City,United States,EC-14050,Erin Creighton,0,73120,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,19.08,9,Central,9493,Consumer,11/7/2018,Same Day,Oklahoma,Binders,38.16
1/1/2022,11/5/2022,1/1/2018,,2,,,,,Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,0,46142,OFF-PA-10002615,Ampad Gold Fibre Wirebound Steno Books 6 x 9 Gregg Ruled,2.0286,1,Central,9498,Home Office,11/7/2018,First Class,Indiana,Paper,4.41
1/1/2022,11/5/2022,1/1/2018,,2,,,,,Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,0,46142,OFF-PA-10000565,Easy-staple paper,82.2906,3,Central,9499,Home Office,11/7/2018,First Class,Indiana,Paper,167.94
1/1/2022,11/5/2022,1/1/2018,,2,,,,,Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,0,46142,OFF-PA-10003673,Strathmore Photo Mount Cards,31.188,10,Central,9500,Home Office,11/7/2018,First Class,Indiana,Paper,67.8
1/1/2022,5/30/2022,1/1/2018,,4,,,,,Furniture,Dallas,United States,KT-16480,Kean Thornton,0.32,75217,FUR-BO-10001811,Atlantic Metals Mobile 5-Shelf Bookcases Custom Colors,-6.0196,1,Central,9513,Consumer,6/3/2018,Second Class,Texas,Bookcases,204.6664
1/1/2022,3/24/2022,1/1/2018,,1,,,,,Office Supplies,Beaumont,United States,AC-10615,Ann Chong,0.2,77705,OFF-ST-10002352,Iris Project Case,0.9576,2,Central,9530,Corporate,3/25/2018,Same Day,Texas,Storage,12.768
1/1/2022,10/26/2022,1/1/2018,,5,,,,,Office Supplies,Dallas,United States,BF-11215,Benjamin Farhat,0.2,75217,OFF-ST-10000464,Multi-Use Personal File Cart and Caster Set Three Stacking Bins,5.5616,2,Central,9532,Home Office,10/31/2018,Standard Class,Texas,Storage,55.616
1/1/2022,6/12/2022,1/1/2018,,2,,,,,Furniture,Chicago,United States,TS-21610,Troy Staebel,0.6,60610,FUR-FU-10002364,Eldon Expressions Wood Desk Accessories Oak,-6.8634,3,Central,9537,Consumer,6/14/2018,Second Class,Illinois,Furnishings,8.856
1/1/2022,7/5/2022,1/1/2018,,2,,,,,Technology,Fremont,United States,DK-12835,Damala Kotsonis,0,68025,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,22.3888,4,Central,9569,Corporate,7/7/2018,First Class,Nebraska,Phones,79.96
1/1/2022,8/26/2022,1/1/2018,,1,,,,,Office Supplies,Detroit,United States,HJ-14875,Heather Jas,0,48234,OFF-ST-10000344,Neat Ideas Personal Hanging Folder Files Black,13.9672,4,Central,9585,Home Office,8/27/2018,First Class,Michigan,Storage,53.72
1/1/2022,4/17/2022,1/1/2018,,5,,,,,Office Supplies,Chicago,United States,BM-11575,Brendan Murry,0.2,60653,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,-43.9056,4,Central,9588,Corporate,4/22/2018,Standard Class,Illinois,Storage,195.136
1/1/2022,7/23/2022,1/1/2018,,5,,,,,Office Supplies,Wheeling,United States,AZ-10750,Annie Zypern,0.2,60090,OFF-AR-10000380,Hunt PowerHouse Electric Pencil Sharpener Blue,15.192,4,Central,9589,Consumer,7/28/2018,Standard Class,Illinois,Art,121.536
1/1/2022,5/8/2022,1/1/2018,,3,,,,,Office Supplies,Mansfield,United States,EB-13705,Ed Braxton,0.2,76063,OFF-PA-10003848,Xerox 1997,14.5152,8,Central,9601,Corporate,5/11/2018,Second Class,Texas,Paper,41.472
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Office Supplies,Dallas,United States,ME-17725,Max Engle,0.8,75220,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,-54.5496,2,Central,9624,Consumer,6/30/2018,First Class,Texas,Appliances,21.392
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Furniture,Dallas,United States,ME-17725,Max Engle,0.3,75220,FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,-39.5118,3,Central,9625,Consumer,6/30/2018,First Class,Texas,Tables,307.314
1/1/2022,6/29/2022,1/1/2018,,1,,,,,Furniture,Dallas,United States,ME-17725,Max Engle,0.32,75220,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,-96.4704,3,Central,9626,Consumer,6/30/2018,First Class,Texas,Bookcases,409.9992
1/1/2022,9/23/2022,1/1/2018,,2,,,,,Office Supplies,Lubbock,United States,MH-17785,Maya Herman,0.2,79424,OFF-PA-10001846,Xerox 1899,3.3524,2,Central,9627,Corporate,9/25/2018,First Class,Texas,Paper,9.248
1/1/2022,2/13/2022,1/1/2018,,4,,,,,Office Supplies,Minneapolis,United States,MH-17455,Mark Hamilton,0,55407,OFF-AP-10004785,Holmes Replacement Filter for HEPA Air Cleaner Medium Room,38.9752,8,Central,9633,Consumer,2/17/2018,Standard Class,Minnesota,Appliances,90.64
1/1/2022,9/30/2022,1/1/2018,,6,,,,,Office Supplies,Arlington,United States,SC-20050,Sample Company A,0.8,76017,OFF-BI-10000301,GBC Instant Report Kit,-17.469,9,Central,9688,Home Office,10/6/2018,Standard Class,Texas,Binders,11.646
1/1/2022,1/21/2022,1/1/2018,,4,,,,,Office Supplies,Aurora,United States,BE-11410,Bobby Elias,0.2,60505,OFF-EN-10002230,Airmail Envelopes,90.6444,4,Central,9745,Consumer,1/25/2018,Standard Class,Illinois,Envelopes,268.576
1/1/2022,12/9/2022,1/1/2018,,6,,,,,Office Supplies,Grand Rapids,United States,LW-17215,Luke Weiss,0,49505,OFF-BI-10000088,GBC Imprintable Covers,26.901,5,Central,9768,Consumer,12/15/2018,Standard Class,Michigan,Binders,54.9
1/1/2022,3/27/2022,1/1/2018,,5,,,,,Furniture,Houston,United States,CJ-12010,Caroline Jumper,0.32,77070,FUR-BO-10001811,Atlantic Metals Mobile 5-Shelf Bookcases Custom Colors,-30.098,5,Central,9788,Consumer,4/1/2018,Standard Class,Texas,Bookcases,1023.332
1/1/2022,3/27/2022,1/1/2018,,5,,,,,Furniture,Houston,United States,CJ-12010,Caroline Jumper,0.3,77070,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,-8.5794,3,Central,9789,Consumer,4/1/2018,Standard Class,Texas,Chairs,600.558
1/1/2022,3/27/2022,1/1/2018,,5,,,,,Technology,Houston,United States,CJ-12010,Caroline Jumper,0.2,77070,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,6.9986,1,Central,9790,Consumer,4/1/2018,Standard Class,Texas,Accessories,39.992
1/1/2022,3/27/2022,1/1/2018,,5,,,,,Furniture,Houston,United States,CJ-12010,Caroline Jumper,0.3,77070,FUR-CH-10001714,Global Leather & Oak Executive Chair Burgundy,-66.3916,2,Central,9791,Consumer,4/1/2018,Standard Class,Texas,Chairs,211.246
